ap_timeo;ap_datemaj;Commune (nom);Coordonnées;Commune (code INSEE);id;ap_datedeb;ap_datefin;ap_adresse;desserte;desserte_scolaire;desserte_soirs_we;desserte_dimanche;desserte_2145;acces_pmr;banc;eclairage;poubelle;quartier_offre;ap_modif;Date de début de version;Date de fin de version;Est la version active;Visibilité
2224;2022-09-01T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.075073, -1.71604;35281;2224;2022-10-24T02:00:00+02:00;;1 bis rue Jacqueline Auriol, Saint-Jacques-de-la-Lande;C6 13;219;;;;Oui;Non;Non;Non;Morinais;Changement de desserte;2022-10-24;;Oui;Grand public
4163;2018-02-07T01:00:00+01:00;Brécé;48.108239, -1.507377;35039;4163;;;2 rue du Champ de la Fontaine, Brécé;67;;11;67;;Oui;Non;Non;Non;Brécé -ZA Turbanière;;2002-01-01;;Oui;Grand public
4064;2021-09-15T02:00:00+02:00;La Chapelle-des-Fougeretz;48.172842, -1.723409;35059;4064;;;5 rue du Tertre, la Chapelle-des-Fougeretz;;Ts41;;;;Non;Oui;Non;Non;La Chapelle Fougeretz - scolaire;;2002-01-01;;Oui;Grand public
2865;2022-09-01T02:00:00+02:00;Saint-Grégoire;48.14727, -1.657395;35278;2865;2022-10-24T02:00:00+02:00;;1 avenue de la Libération, Saint-Grégoire;39;;;;;Oui;;;;Saint-Grégoire Maison Blanche/Kerfleury;Création;2022-10-24;;Oui;Grand public
2916;2018-08-28T02:00:00+02:00;Chartres-de-Bretagne;48.041683, -1.702487;35066;2916;;;81 rue de la Poterie, Chartres-de-Bretagne;72 91;;;72;;Impossible;Oui;Oui;Oui;Chartres Centre;;2022-10-24;;Oui;Grand public
4404;2021-09-15T02:00:00+02:00;Le Verger;48.069144, -1.943388;35351;4404;;;15 Breil-Montbusson, le Verger;;Ts35;;;;Non;Oui;Non;Oui;Le Verger - scolaire;;2002-01-01;;Oui;Grand public
3205;2018-02-07T01:00:00+01:00;Orgères;47.976081, -1.657175;35208;3205;;;6 la Petite Rochelle, Orgères;74;Ts5 Ts53;;;;Impossible;Non;Non;Non;Orgères Sud;;2023-09-04;;Oui;Grand public
3038;2018-08-28T02:00:00+02:00;Chantepie;48.087497, -1.616789;35055;3038;2016-08-29T02:00:00+02:00;;84 avenue André Bonnin, Chantepie;C1 13 34;;;;;Oui;Non;Non;Non;Chantepie cœur de ville;;2024-02-12;;Oui;Grand public
3202;2022-09-30T02:00:00+02:00;Orgères;47.975399, -1.651256;35208;3202;;;30 l'Audinière, Orgères;74;Ts5 213;;;;Impossible;Oui;Non;Non;Orgères Sud;;2002-01-01;;Oui;Grand public
3036;2018-06-07T02:00:00+02:00;Chantepie;48.092722, -1.617959;35055;3036;;;15 B rue des Landes, Chantepie;34;;;;;Oui;Non;Non;Non;Chantepie Landes;Correction;2024-02-12;;Oui;Grand public
1718;2022-09-30T02:00:00+02:00;Rennes;48.109364, -1.692991;35238;1718;2022-10-24T02:00:00+02:00;;11 rue Vaneau, Rennes;10;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
1311;2018-02-19T01:00:00+01:00;Rennes;48.10957, -1.698313;35238;1311;2018-05-07T02:00:00+02:00;;5 rue Louis Guilloux, Rennes;C4 53 N1;;;53;;Oui;Oui;Oui;Non;Moulin du Comte;Autre;2018-05-07;;Oui;Grand public
4253;2018-09-19T02:00:00+02:00;La Chapelle-Thouarault;48.121939, -1.846158;35065;4253;2018-09-24T02:00:00+02:00;;15 la Himoche, la Chapelle-Thouarault;53;238 Ts37;;53;;Oui;Oui;Non;Oui;La Chapelle Thouarault - Campagne;Changement de desserte;2018-09-24;;Oui;Grand public
3816;2018-07-25T02:00:00+02:00;Saint-Armel;48.000758, -1.594361;35250;3816;;;3 la Ville Coterel, Saint-Armel;73;;;62;;Oui;Oui;Oui;Oui;Saint-Armel Launay Garnier;;2022-10-24;;Oui;Grand public
5062;2022-09-01T02:00:00+02:00;;;;1278;2022-09-20T02:00:00+02:00;;38 rue Jules Lallemand, Rennes;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
3957;2018-07-25T02:00:00+02:00;Saint-Sulpice-la-Forêt;48.197535, -1.599247;35315;3957;;;1 chemin des Cavaliers, Saint-Sulpice-la-Forêt;70;;;;;Impossible;Non;Non;Non;Betton - rte de St Sulpice;;2022-10-24;;Oui;Grand public
4058;2018-07-24T02:00:00+02:00;La Chapelle-des-Fougeretz;48.173991, -1.735178;35059;4058;;;2 mail de la Viennais, la Chapelle-des-Fougeretz;52;226 224 228;52;52;;Oui;Non;Non;Non;La Chapelle Fougeretz - Centre-ville;;2022-10-24;;Oui;Grand public
4406;2021-10-05T02:00:00+02:00;Le Verger;48.066997, -1.946498;35351;4406;2021-10-08T02:00:00+02:00;;45 Breil-Montbusson, le Verger;;Ts35;;;;Non;Non;Non;Non;Le Verger - scolaire;Création;2021-10-08;;Oui;Grand public
4111;2018-06-05T02:00:00+02:00;Corps-Nuds;47.982567, -1.580278;35088;4111;;;41 bis boulevard de la Gare, Corps-Nuds;173 73;;62;62;;Non;Non;Non;Non;Corps-Nuds centre ville;;2002-01-01;;Oui;Grand public
4057;2018-06-05T02:00:00+02:00;La Chapelle-des-Fougeretz;48.170401, -1.736205;35059;4057;;;9 rue de la Sénestrais, la Chapelle-des-Fougeretz;52;226 224 228;52;52;;Oui;Non;Non;Non;La Chapelle Fougeretz - Centre-ville;;2002-01-01;;Oui;Grand public
4155;2021-09-15T02:00:00+02:00;Brécé;48.107643, -1.486165;35039;4155;;;2 rue des Destiers, Brécé;67 167;;;67;;Oui;Oui;Oui;Oui;Brécé - centre-ville;;2022-10-24;;Oui;Grand public
1185;2022-06-27T02:00:00+02:00;Rennes;48.117788, -1.684992;35238;1185;2022-10-24T02:00:00+02:00;;48 rue Legraverend, Rennes;10;;;;;Oui;Non;Non;Non;Dinan/Saint-Malo;Changement de desserte;2022-10-24;;Oui;Grand public
1238;2018-02-23T01:00:00+01:00;Rennes;48.108687, -1.698735;35238;1238;2018-09-03T02:00:00+02:00;;11 rue de Lorient, Rennes;55 54 56 11;;;54 55;;Oui;Oui;Oui;Non;Moulin du Comte;Changement de desserte;2018-09-03;;Oui;Grand public
4552;2018-07-25T02:00:00+02:00;Saint-Armel;48.013905, -1.594035;35250;4552;;;9 rue de la Mairie, Saint-Armel;73 173;;;62;;Oui;Non;Non;Non;Saint-Armel centre ville;;2022-10-24;;Oui;Grand public
2015;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.114253, -1.616314;35051;2015;2022-10-24T02:00:00+02:00;;34 rue de Rennes, Cesson-Sévigné;C6 14;206 214;;;;Oui;Oui;Oui;Oui;Cesson rue de Rennes;Changement de desserte;2022-10-24;;Oui;Grand public
2834;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.159961, -1.677102;35278;2834;2022-10-24T02:00:00+02:00;;2 rue Antoine de Saint-Exupéry, Saint-Grégoire;78 178;Ts75;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - centre scolaire JPII;Changement de desserte;2022-10-24;;Oui;Grand public
1300;2021-08-17T02:00:00+02:00;Rennes;48.128595, -1.698884;35238;1300;2021-08-30T02:00:00+02:00;;9 place Eugène Aulnette, Rennes;C4 14;;;;;Oui;Oui;Oui;Non;Beauregard;Nouveau nom;2021-08-30;;Oui;Grand public
4730;2022-09-21T02:00:00+02:00;Laillé;47.939553, -1.710619;35139;4730;2022-09-26T02:00:00+02:00;;1 la Gicquelais, Laillé;;Ts9 Ts57;;;;Non;Non;Non;Non;Laillé campagne;Création;2022-09-26;;Oui;Grand public
9149;2018-09-11T02:00:00+02:00;Bruz;48.022951, -1.735792;35047;9149;;;80 avenue du Général de Gaulle, Bruz;;;;;;;;;;;Création;2002-01-01;;Oui;Grand public
3855;2018-02-23T01:00:00+01:00;Mordelles;48.077668, -1.837422;35196;3855;2018-09-03T02:00:00+02:00;;91 avenue du Maréchal Leclerc, Mordelles;76 155 55;Ts8 239;;55;;Oui;Oui;Oui;Oui;Mordelles - Centre-ville;Changement de desserte;2018-09-03;;Oui;Grand public
1333;2022-06-20T02:00:00+02:00;Rennes;48.097824, -1.675165;35238;1333;2023-01-04T01:00:00+01:00;;102 rue de l'Alma, Rennes;C3 12 N2 Relais_a;;;;;Oui;Oui;Oui;Oui;Jacques Cartier;Changement de desserte;2023-02-27;;Oui;Grand public
4511;2018-06-05T02:00:00+02:00;Gévezé;48.223978, -1.793771;35120;4511;;;52 rue de Dinan, Gévezé;68 168;Ts44 226 224 Ts75;52;52;;Oui;Non;Non;Non;Gévezé - Centre-ville;;2002-01-01;;Oui;Grand public
6001;2018-06-05T02:00:00+02:00;Romillé;48.216934, -1.890427;35245;6001;;;9 rue de la Chauvrais, Romillé;81;;81;81;;Oui;Non;Non;Non;Romillé - centre-ville;;2002-01-01;2024-09-01;Oui;Grand public
3320;2022-09-01T02:00:00+02:00;Thorigné-Fouillard;48.141857, -1.577397;35334;3320;2022-10-24T02:00:00+02:00;;8 le Pâtis du Moulinet, Thorigné-Fouillard;83;221;;;;Non;Non;Non;Non;Thorigné D29;Changement de desserte;2022-10-24;;Oui;Grand public
1702;2022-09-30T02:00:00+02:00;Rennes;48.108496, -1.67356;35238;1702;2022-10-24T02:00:00+02:00;;9 avenue Jean Janvier, Rennes;C2 11 12;;;;;Oui;;;;;Changement de desserte;2024-02-12;2024-08-31;Oui;Grand public
2017;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.114121, -1.630367;35051;2017;2022-10-24T02:00:00+02:00;;25 allée Lancelot du Lac, Cesson-Sévigné;C6 14 67;206;;;;Oui;Oui;Oui;Oui;Cesson rue de Rennes;Changement de desserte;2022-10-24;;Oui;Grand public
2546;2022-09-30T02:00:00+02:00;Le Rheu;48.102963, -1.79844;35240;2546;2022-10-24T02:00:00+02:00;;2 rue de la Trémelière, le Rheu;54 154;Ts33;;54;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
2010;2022-06-16T02:00:00+02:00;Cesson-Sévigné;48.12279, -1.610938;35051;2010;2022-10-24T02:00:00+02:00;;54 rue de la Croix Connue, Cesson-Sévigné;C6;;;;;Oui;Oui;Oui;Oui;Cesson Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1076;2018-02-07T01:00:00+01:00;Rennes;48.087986, -1.638421;35238;1076;2015-08-31T02:00:00+02:00;;36 rue Michel Gérard, Rennes;C2 11;214;;;;Oui;Oui;Non;Non;Poterie;;2015-08-31;;Oui;Grand public
3733;2020-11-17T01:00:00+01:00;Saint-Gilles;48.151371, -1.868745;35275;3733;2020-11-23T01:00:00+01:00;;5 le Roheu, Saint-Gilles;;Ts43 Ts67;;;;Non;Non;Non;Non;Saint-Gilles - scolaire;Changement de desserte;2020-11-23;;Oui;Grand public
2284;2022-09-30T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.09172, -1.702975;35281;2284;2022-10-24T02:00:00+02:00;;87 boulevard Jean Mermoz, Saint-Jacques-de-la-Lande;13;;;;;Oui;Oui;Oui;Oui;;Création;2022-10-24;;Oui;Grand public
4205;2018-02-23T01:00:00+01:00;Chavagne;48.057818, -1.776254;35076;4205;2018-09-03T02:00:00+02:00;;11 rue du Bosquet, Chavagne;56;237 211 241;;55;;Oui;Oui;Oui;Oui;Chavagne - centre-ville;Changement de desserte;2023-09-04;;Oui;Grand public
2522;2018-02-23T01:00:00+01:00;Le Rheu;48.093981, -1.773941;35240;2522;2018-09-03T02:00:00+02:00;;87 rue Nationale, le Rheu;56 55;237;;55;;Oui;Oui;Non;Oui;Le Rheu - ZA Cormier;Changement de desserte;2018-09-03;;Oui;Grand public
4208;2018-07-25T02:00:00+02:00;Chavagne;48.057762, -1.77645;35076;4208;2018-09-03T02:00:00+02:00;;8 rue du Bosquet, Chavagne;56;237 211 241;54;55;;Oui;Non;Non;Non;Chavagne - centre-ville;Changement de desserte;2023-09-04;2024-09-01;Oui;Grand public
2159;2022-09-30T02:00:00+02:00;Cesson-Sévigné;48.130183, -1.614568;35051;2159;2022-12-15T01:00:00+01:00;;361 avenue des Champs Blancs, Cesson-Sévigné;34;;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
3261;2021-09-15T02:00:00+02:00;Orgères;47.989991, -1.652614;35208;3261;2020-09-01T02:00:00+02:00;;1 la Barre, Orgères;;Ts5;;;;Non;Non;Non;Non;;Création;2020-09-01;;Oui;Grand public
3262;2021-09-15T02:00:00+02:00;Orgères;47.989893, -1.652489;35208;3262;2020-09-01T02:00:00+02:00;;8 la Barre, Orgères;;Ts5 Ts53;;;;Non;Non;Non;Non;;Création;2020-09-01;;Oui;Grand public
1243;2021-08-17T02:00:00+02:00;Rennes;48.102515, -1.661094;35238;1243;2021-09-02T02:00:00+02:00;;144 rue Saint-Hélier, Rennes;C1 C2 11 TTZ;Ts22;11;;;Oui;Oui;Oui;Oui;Collège Saint-Hélier;Changement de desserte;2023-09-04;;Oui;Grand public
3103;2022-06-27T02:00:00+02:00;Pacé;48.149232, -1.788989;35210;3103;2022-10-24T02:00:00+02:00;;22 rue du Docteur Léon, Pacé;52;Ts43 243;;81;77;Impossible;Oui;Oui;Oui;Pacé - Sud;Changement de desserte;2022-10-24;;Oui;Grand public
2711;2021-10-19T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.056658, -1.663721;35206;2711;2021-11-08T01:00:00+01:00;;34 le Pâtis Robert, Noyal-Châtillon-sur-Seiche;61;212;;61;;Non;Oui;Non;Oui;Noyal Nord;Changement de desserte;2021-11-08;;Oui;Grand public
1649;2022-06-27T02:00:00+02:00;Rennes;48.087524, -1.64332;35238;1649;2022-08-29T02:00:00+02:00;;211 rue de Vern, Rennes;;;;;;Oui;Oui;Oui;Oui;Poterie;Changement de desserte;2022-08-29;;Oui;Grand public
5069;2022-09-01T02:00:00+02:00;;;;1841;2022-09-20T02:00:00+02:00;;7 rue du Puits Mauger, Rennes;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
4158;2022-06-27T02:00:00+02:00;Brécé;48.107535, -1.486118;35039;4158;2022-10-24T02:00:00+02:00;;2 rue des Destiers, Brécé;67 167;;11;67;;Oui;Non;Non;Non;Brécé - centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
3120;2018-07-24T02:00:00+02:00;Pacé;48.1486, -1.785006;35210;3120;2018-09-03T02:00:00+02:00;;2 rue Jeanne Jugan, Pacé;52;Ts43 243;81;81;;Oui;Non;Non;Non;Pacé - Sud;Changement de desserte;2022-10-24;;Oui;Grand public
4264;2022-07-25T02:00:00+02:00;La Chapelle-Thouarault;48.123069, -1.865899;35065;4264;2018-09-03T02:00:00+02:00;;4 rue des Vignes, la Chapelle-Thouarault;53 153;238 Ts37;;53;;Oui;Non;Non;Non;La Chapelle Thouarault - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
3425;2022-09-12T02:00:00+02:00;Nouvoitou;48.0287, -1.551321;35204;3425;2018-09-03T02:00:00+02:00;;18 l'Ourmais, Nouvoitou;;Ts20;;;;Non;Non;Non;Non;Nouvoitou Crotigné;Création;2018-09-03;;Oui;Grand public
1653;2018-09-27T02:00:00+02:00;Rennes;48.133287, -1.69535;35238;1653;2018-09-03T02:00:00+02:00;;10 avenue Germaine Dulac, Rennes;C4 12;;;;;Oui;Oui;Oui;Oui;Beauregard Quincé;;2022-10-24;;Oui;Grand public
3418;2019-04-23T02:00:00+02:00;Nouvoitou;48.021901, -1.547245;35204;3418;2018-09-03T02:00:00+02:00;;15 la Tertronais, Nouvoitou;;Ts20;;;;Non;Non;Non;Non;Nouvoitou Crotigné;Changement de desserte;2018-09-03;;Oui;Grand public
2438;2022-06-27T02:00:00+02:00;Betton;48.18499, -1.65024;35024;2438;2022-10-24T02:00:00+02:00;;63 avenue d'Armorique, Betton;78 178;;;;;Impossible;Non;Non;Non;Betton - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2816;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.138233, -1.686336;35278;2816;2022-10-24T02:00:00+02:00;;7 rue de l'Etang au Diable, Saint-Grégoire;C2 78 178;204;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - C Cial Leclerc;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
2821;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.15366, -1.692124;35278;2821;2022-10-24T02:00:00+02:00;;3 rue Paul-Émile Victor, Saint-Grégoire;32 39 78;204;;;;Oui;Oui;Non;Oui;saint-Grégoire Belle Epine/Cité des jardins;Changement de desserte;2022-10-24;;Oui;Grand public
1088;2022-09-01T02:00:00+02:00;Rennes;48.107381, -1.674952;35238;1088;2022-10-24T02:00:00+02:00;;1 boulevard Magenta, Rennes;54 55 56;;;54 55;;Impossible;Oui;Oui;Non;CDG - Saint-Hélier;Nouveau nom;2022-10-24;;Oui;Grand public
1039;2018-06-05T02:00:00+02:00;Rennes;48.128998, -1.63238;35238;1039;2016-08-29T02:00:00+02:00;;20 square André Desbois, Rennes;C1;;;;;Oui;Oui;Oui;Non;Centre commercial Longs Champs;;2016-08-29;2024-08-31;Oui;Grand public
1136;2018-02-07T01:00:00+01:00;Rennes;48.091086, -1.682019;35238;1136;2015-08-31T02:00:00+02:00;;14 square Sarah Bernhardt, Rennes;C3;;;;;Oui;Oui;Oui;Non;Sarah Bernard;;2015-08-31;;Oui;Grand public
3001;2018-06-05T02:00:00+02:00;Chantepie;48.085047, -1.610381;35055;3001;2016-08-29T02:00:00+02:00;;10 rue de la Touche Annette, Chantepie;34 C1;;;;;Oui;Oui;Oui;Oui;Chantepie - neuf journaux;;2023-09-04;;Oui;Grand public
2086;2018-07-25T02:00:00+02:00;Cesson-Sévigné;48.114279, -1.600415;35051;2086;2016-08-29T02:00:00+02:00;;9 B rue de Paris, Cesson-Sévigné;C6 67 167;;11;;;Oui;Oui;Oui;Oui;Cesson Bourgchevreuil;;2022-10-24;;Oui;Grand public
2455;2022-06-27T02:00:00+02:00;Betton;48.183249, -1.654594;35024;2455;2022-10-24T02:00:00+02:00;;13 rue de Belle Ile en Mer, Betton;78 178;222;;;;Oui;Non;Non;Non;Betton - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
6000;2022-06-27T02:00:00+02:00;Romillé;48.218682, -1.893394;35245;6000;2022-10-24T02:00:00+02:00;;17 rue de la Galerne, Romillé;81 82;242;81;81;;Oui;Oui;Oui;Oui;Romillé - centre-ville;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
3880;2021-09-15T02:00:00+02:00;Mordelles;48.071465, -1.841111;35196;3880;2021-09-02T02:00:00+02:00;;25 rue du Docteur Dordain, Mordelles;;241 Ts32 Ts34 Ts35 Ts36 Ts37 Ts38;;;;Non;Non;Non;Non;Mordelles - scolaire;Changement de desserte;2023-09-04;;Oui;Grand public
1064;2018-06-05T02:00:00+02:00;Rennes;48.090281, -1.645018;35238;1064;2017-04-18T02:00:00+02:00;;8 rue Abbé Henri Grégoire, Rennes;C2 TTZ;;;;;Oui;Oui;Non;Non;Poterie;;2017-04-18;;Oui;Grand public
1123;2018-07-24T02:00:00+02:00;Rennes;48.099181, -1.675756;35238;1123;2017-04-18T02:00:00+02:00;;86 rue de l'Alma, Rennes;12 C3 N2 TTZ;;;;;Oui;Non;Oui;Non;Jacques Cartier;;2017-04-18;;Oui;Grand public
1248;2021-11-09T01:00:00+01:00;Rennes;48.103899, -1.635805;35238;1248;;;44 rue Auguste Pavie, Rennes;11;;11;;;Oui;Oui;Non;Oui;Ecopôle Sud Est;;2023-09-04;;Oui;Grand public
3877;2021-08-17T02:00:00+02:00;Mordelles;48.079977, -1.865968;35196;3877;2021-09-02T02:00:00+02:00;;2 les Petits Champs, Mordelles;;Ts38;;;;Non;Non;Non;Non;Mordelles - scolaire;Changement de desserte;2021-09-02;;Oui;Grand public
1212;2018-02-07T01:00:00+01:00;Rennes;48.101949, -1.656538;35238;1212;2016-08-29T02:00:00+02:00;;25 rue de Châteaugiron, Rennes;C1 11;;;;;Oui;Oui;Oui;Non;Rue de Châteaugiron;;2016-08-29;;Oui;Grand public
2514;2022-06-27T02:00:00+02:00;Le Rheu;48.09768, -1.781563;35240;2514;2022-10-24T02:00:00+02:00;;2 rue de la Haie de Terre, le Rheu;54;;54;54;54;Oui;Non;Non;Non;Le Rheu - ZA Cormier;Changement de desserte;2023-09-04;;Oui;Grand public
4607;2022-06-27T02:00:00+02:00;Chevaigné;48.207641, -1.630846;35079;4607;2022-10-24T02:00:00+02:00;;4 bis rue de la Géminais, Chevaigné;71;202 222 223;;71;;Oui;Oui;Oui;Oui;Chevaigné - centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
2541;2022-06-27T02:00:00+02:00;Le Rheu;48.094422, -1.795931;35240;2541;2022-10-24T02:00:00+02:00;;6 allée Salvador Allende, le Rheu;76;;;;54;Oui;Non;Non;Non;Le Rheu - Acquêts / Champs Freslons;Changement de desserte;2023-09-04;;Oui;Grand public
2419;2022-06-27T02:00:00+02:00;Betton;48.183195, -1.646546;35024;2419;2022-10-24T02:00:00+02:00;;7 rue du Trégor, Betton;51 83;202;51;51;51;Impossible;Non;Non;Non;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
1048;2022-06-27T02:00:00+02:00;Rennes;48.113357, -1.693476;35238;1048;2022-10-24T02:00:00+02:00;;5 boulevard de Verdun, Rennes;C2 10;;;;;Oui;Oui;Oui;Non;Bourg L'Evesque;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
2147;2022-09-01T02:00:00+02:00;Cesson-Sévigné;48.119076, -1.598297;35051;2147;2022-10-24T02:00:00+02:00;;1 C boulevard de Dézerseul, Cesson-Sévigné;34;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
3172;2018-09-27T02:00:00+02:00;Pacé;48.151086, -1.75956;35210;3172;2017-01-02T01:00:00+01:00;;14 rue des Iles Kerguelen, Pacé;77;225;;77;;Oui;Oui;Oui;Oui;Pacé - Beausoleil;;2017-01-02;;Oui;Grand public
4073;2022-09-30T02:00:00+02:00;La Chapelle-des-Fougeretz;48.182534, -1.72736;35059;4073;2017-09-04T02:00:00+02:00;;19 courtil du Bourgenoux, la Chapelle-des-Fougeretz;;224 226 228;;52;;Oui;Non;Non;Non;;;2017-09-04;;Oui;Grand public
2066;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.118312, -1.604191;35051;2066;2022-10-24T02:00:00+02:00;;6 A mail de Bourgchevreuil, Cesson-Sévigné;;206;;;;Oui;Oui;Oui;Oui;Cesson Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1720;2022-09-01T02:00:00+02:00;Rennes;48.105968, -1.688585;35238;1720;2022-10-24T02:00:00+02:00;;18 rue de Redon, Rennes;API N3;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
3324;2022-09-30T02:00:00+02:00;Thorigné-Fouillard;48.153382, -1.590231;35334;3324;2022-10-24T02:00:00+02:00;;1 rue Jacqueline Auriol, Thorigné-Fouillard;83;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
3832;2019-05-13T02:00:00+02:00;Bourgbarré;47.994784, -1.615558;35032;3832;2016-08-29T02:00:00+02:00;;24 rue de l'Ancienne Mairie, Bourgbarré;74 161;;;;;Non;Non;Non;Non;;;2016-08-29;;Oui;Grand public
2070;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.145148, -1.608661;35051;2070;2022-10-24T02:00:00+02:00;;84 route de Fougères, Cesson-Sévigné;50;201 221;;50;50;Oui;Oui;Non;Oui;Cesson - Route de Fougères;Changement de desserte;2022-10-24;;Oui;Grand public
1629;2021-11-09T01:00:00+01:00;Rennes;48.103996, -1.635248;35238;1629;;;45 rue Auguste Pavie, Rennes;11;;;;;Oui;Oui;Oui;Oui;Ecopôle Sud Est;;2023-09-04;;Oui;Grand public
2345;2018-09-28T02:00:00+02:00;Bruz;48.023397, -1.762239;35047;2345;;;14 bis rue de la Rabine, Bruz;63 91;;;;;Oui;Non;Non;Non;Bruz - Ouest;Autre;2016-01-01;;Oui;Grand public
1634;2022-06-27T02:00:00+02:00;Rennes;48.123688, -1.660475;35238;1634;2022-10-24T02:00:00+02:00;;12 square de Saint-Exupéry, Rennes;14 32;;;;;Oui;Oui;Oui;Oui;Centre scolaire les Gayeulles;Changement de desserte;2022-10-24;;Oui;Grand public
3404;2022-06-27T02:00:00+02:00;Nouvoitou;48.041308, -1.544619;35204;3404;2022-10-24T02:00:00+02:00;;15 rue de Châteaugiron, Nouvoitou;75 175;;;62;;Oui;Oui;Oui;Oui;Nouvoitou Centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
2225;2022-09-01T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.086811, -1.70563;35281;2225;2022-10-24T02:00:00+02:00;;127 rue du Temple de Blosne, Saint-Jacques-de-la-Lande;;209;;;;Impossible;Oui;Oui;Oui;Morinais;Nouveau nom;2022-10-24;;Oui;Grand public
2709;2018-10-01T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.044074, -1.661168;35206;2709;2016-08-29T02:00:00+02:00;;19 rue de Vern, Noyal-Châtillon-sur-Seiche;61 91;212;;61;;Oui;Oui;Oui;Oui;Noyal Châtillon centre ville;;2016-08-29;;Oui;Grand public
2271;2018-10-01T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.090501, -1.69494;35281;2271;2016-08-29T02:00:00+02:00;;20 rue des Vingt-cinq Fusillés, Saint-Jacques-de-la-Lande;13 37;;;;;Oui;Oui;Oui;Oui;Saint-Jacques rennais;;2016-08-29;;Oui;Grand public
2804;2018-10-26T02:00:00+02:00;Saint-Grégoire;48.159105, -1.676666;35278;2804;2018-11-06T01:00:00+01:00;;2 rue Antoine de Saint-Exupéry, Saint-Grégoire;C2;204 223;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - centre scolaire JPII;Changement de desserte;2018-11-06;2024-08-31;Oui;Grand public
1543;2022-06-27T02:00:00+02:00;Rennes;48.131341, -1.691889;35238;1543;2022-10-24T02:00:00+02:00;;17 rue Jacques Léonard, Rennes;C4 14 52 68 78 178;;;52;;Oui;Oui;Non;Non;Beauregard;Changement de desserte;2022-10-24;;Oui;Grand public
1743;2022-09-30T02:00:00+02:00;Rennes;48.087956, -1.650707;35238;1743;2022-08-29T02:00:00+02:00;;11 avenue de Pologne, Rennes;13 Relais_a N2;;;;;Oui;Non;Non;Non;;Création;2022-08-29;2024-07-07;Oui;Grand public
4906;2021-08-17T02:00:00+02:00;Langan;48.24926, -1.86779;35144;4906;2021-09-02T02:00:00+02:00;;32 le Rhé, Langan;;Ts71;;;;;;;;;Création;2021-09-02;;Oui;Grand public
2209;2022-09-01T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.095716, -1.694313;35281;2209;2022-10-24T02:00:00+02:00;;55 boulevard Jean Mermoz, Saint-Jacques-de-la-Lande;156;209 245;;;;Non;Oui;Oui;Oui;La Courrouze;Changement de desserte;2024-02-12;;Oui;Grand public
2537;2019-07-23T02:00:00+02:00;Le Rheu;48.102407, -1.787351;35240;2537;2019-09-02T02:00:00+02:00;;3 mail Gaston Bardet, le Rheu;76;;;;;Oui;Non;Non;Non;Le Rheu - Les Huberdières;Changement de desserte;2023-09-04;;Oui;Grand public
2857;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.151199, -1.697275;35278;2857;2022-10-24T02:00:00+02:00;;0 O rue de la Terre Victoria, Saint-Grégoire;32 78;;;;;Oui;Oui;Non;Oui;Alphasis;Changement de desserte;2022-10-24;;Oui;Grand public
